Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
PaDFuHlHrFRd0g2ki2DevA,The Melt,"Burgers,Sandwiches,American (New)",Under $10,Under $10,"
                                89 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,,,No,Yes,Street,,Yes,No,Yes,Free,,"Casual, Trendy",,Average,
Z2VIno37S9MFY2FKh7yW-A,L’Ottavo Ristorante,Italian,$11-30,$11-30,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
9-TPmOn6AbW2fLMiugQCiA,Osso Steakhouse,"Steakhouses,Seafood",Above $61,Above $61,"
                                93 out of 100
                            ",62,83,80,154,270,Yes,Full Bar,,No,,No,No,"Valet, Garage, Street",,Yes,Yes,Yes,No,,Classy,Dressy,Average,
HWWXRD3KWJRB-WBuXX9RKQ,Capannina,Italian,$31-60,$31-60,"
                                90 out of 100
                            ",24,42,82,275,360,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
yQ5_zQbdfiexfvDe90__KQ,Zingari Ristorante + Jazz Bar,"Italian,Bars,Jazz & Blues",$31-60,$31-60,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Valet, Garage, Street, Validated",,Yes,Yes,Yes,Free,,Classy,Dressy,Average,Live
QH8WwAYdr3NrH2QwHiPjog,Cha Cha Cha,"Bars,Caribbean,Tapas/Small Plates",$11-30,$11-30,"
                                60 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Loud,
aK_4VuHnDlanajeTI77qqQ,White Horse Tavern & Restaurant,"Pubs,American (Traditional)",$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,No,,Free,,Casual,Casual,Average,
qxQ2OSOZgruD0q2QI2WeKA,Level III,"Lounges,American (New)",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,,,No,Yes,Yes,Free,,,Casual,Quiet,
LKuf4QjFMVeUdlZZoiTbgQ,Puccini & Pinetti,Italian,$11-30,$11-30,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
w5BLpD2_aj9gyTMiStJ65Q,Arabian Nights Restaurant,"Mediterranean,Wine Bars,Arabian",$11-30,$11-30,"
                                79 out of 100
                            ",45,47,82,199,285,Yes,Beer & Wine Only,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,,Casual,Average,Background
hnoOXDcgN4xqLOU6lplGXg,Street Restaurant and Bar,American (New),$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
ERQmO2w3OOsxw_GVkmuG3A,Pane E Vino,Italian,$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
7iuGZ73QExZmZuzH9pgiJg,Johnny Foley’s,"Irish,Irish Pub",$11-30,$11-30,"
                                100 out of 100
                            ",61,98,226,444,345,Yes,Full Bar,,No,,No,No,Street,,Yes,No,Yes,Free,,Casual,Casual,Loud,Live
PqeHQAMWUWzyL8qsmHltoQ,Bartlett Hall,"Breweries,Sports Bars,Gastropubs",$11-30,$11-30,"
                                100 out of 100
                            ",68,81,136,231,232,Yes,Full Bar,,No,,No,No,"Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
v1aUahwzM8CTeLA0O7J8ww,Ristorante Milano,Italian,$31-60,$31-60,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
FSQ2DDzFerLBt1QzNv7dKQ,Double Play Bar & Grill,"Sports Bars,American (Traditional)",$11-30,$11-30,"
                                76 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,,No,,Divey,Casual,Average,
mbmJRdYFNUKeV_toR0KfVA,Hopwater Distribution,"American (Traditional),Beer Bar",$11-30,$11-30,"
                                83 out of 100
                            ",5,15,50,258,317,Yes,Beer & Wine Only,,No,,,No,Street,,No,No,,No,,"Hipster, Casual",Casual,Loud,
_RkG6ao09nTYczVfLG-Zrw,The Cavalier,"American (New),British,Cocktail Bars",$31-60,$31-60,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Valet,,No,Yes,,No,,Classy,Casual,Average,
dTWMVRcMVC4zynbFQC7A2A,Seven Hills,"Italian,Seafood,Wine Bars",$31-60,$31-60,"
                                96 out of 100
                            ",17,29,77,199,585,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Intimate,Casual,Average,
idI1fL-AsM0nhdIPpHf3sA,Daily Grill,"American (Traditional),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,Yes,,Free,,Classy,Casual,Average,
oUPGpWQEQzAgFjatpLzjQg,Bullitt,"Bars,American (New)",$11-30,$11-30,"
                                80 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Loud,
w6bwuiCl388Fj7FmIeOMIA,SOMA Restaurant & Bar,"Italian,Mediterranean,Bars",$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
6ZNlnA733Rv0I9Mq5_yO0A,Keiko à Nob Hill,"Japanese,French,American (New)",Above $61,Above $61,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,"Intimate, Upscale",Dressy,Quiet,
4raSXRuvBH1CHawSsuJiBA,Farallon,Seafood,Above $61,Above $61,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Valet,,No,Yes,,Free,,"Classy, Upscale",Dressy,Average,
0PLv5h5eRTG6fuWLpUmf4A,Brazen Head,"Steakhouses,Bars,Gastropubs",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,Intimate,Casual,Average,
SEuHSFDOoux4MqusTQPNMw,John’s Grill,"Steakhouses,Seafood",$31-60,$31-60,"
                                90 out of 100
                            ",131,172,205,318,305,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,,Casual,Average,
ITFRPmzOeEp6dY3Dufh8vw,Morton’s The Steakhouse,"Steakhouses,Bars,Seafood",Above $61,Above $61,"
                                100 out of 100
                            ",170,172,199,297,285,Yes,Full Bar,,No,,,No,Garage,,No,Yes,,No,,Classy,Dressy,Average,
msT3LrLB4fhN04HYHuFsew,Bella Trattoria,Italian,$11-30,$11-30,"
                                73 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,Free,,"Intimate, Romantic",Casual,Average,
gF-ZQLEbx8JWs2Y7GT-GLg,Mel’s Drive-In,"Breakfast & Brunch,American (Traditional),Cocktail Bars",$11-30,$11-30,"
                                84 out of 100
                            ",110,84,136,132,65,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
wTJhR3NdvpCB2ZAx_qRiqQ,Marina Pizza and Caffe,"Pizza,Italian",Under $10,Under $10,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,No,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,
L8c4IbRg9_zZSY0T7HUP8w,Golden Gate Grill,"American (New),American (Traditional),Bars",$11-30,$11-30,"
                                100 out of 100
                            ",28,14,16,14,18,Yes,Full Bar,,,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,
L5vSeC_sa3TUQW_lticqyA,Chapeau,"French,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Classy,Dressy,Average,
eSixRz7xcwtFdeh9hN5TyQ,La Folie,"French,Wine Bars",Above $61,Above $61,"
                                92 out of 100
                            ",49,67,133,307,861,Yes,Full Bar,,No,,,No,,,No,Yes,,No,,"Romantic, Classy, Upscale",Dressy,Average,
aSeldMKv9G6_8-gV0bjwvw,The Cheesecake Factory,"American (New),Desserts",$11-30,$11-30,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,Yes,No,,No,,Touristy,Casual,Loud,
faYTvRlOy3zK0ypFU7hSRA,Pasta Moto,Italian,$11-30,$11-30,"
                                85 out of 100
                            ",29,25,62,56,33,Yes,Beer & Wine Only,,Yes,,Yes,No,"Garage, Street",,Yes,No,Yes,Free,,Casual,Casual,Loud,
yNMCITEPGh6cgqd6VDfQOg,Nob Hill Cafe,"Italian,Pizza",$11-30,$11-30,"
                                96 out of 100
                            ",75,73,154,423,461,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
GNzoAOXPxP0UzW7fb51dNg,Giorgio’s Pizzeria,"Pizza,Italian,Sandwiches",$11-30,$11-30,"
                                91 out of 100
                            ",43,87,161,371,276,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,,Average,
euV7oTZ9ImaZahhe-6N6ng,Scala’s Bistro,"Italian,Bars,Breakfast & Brunch",$31-60,$31-60,"
                                96 out of 100
                            ",96,147,229,433,339,Yes,Full Bar,,No,,,No,"Garage, Validated",,No,Yes,,No,,Classy,Casual,Average,
gFcSLTJo3HXdkXScg0FgcA,Restaurant Jeanne D’ Arc,French,$31-60,$31-60,"
                                100 out of 100
                            ",7,17,33,122,167,Yes,Beer & Wine Only,,No,,,No,"Garage, Street",,No,Yes,,Free,,Romantic,Casual,Quiet,
mMbfBqC3RHiGWGZoY0eWCg,Patxi’s Pizza,"Pizza,Salad,Italian",$11-30,$11-30,"
                                87 out of 100
                            ",114,66,105,294,272,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,,,Free,,Casual,Casual,Average,
QINiEjMRGA7pKfvhPQtfBg,Isa Restaurant,"French,Venues & Event Spaces",$31-60,$31-60,"
                                96 out of 100
                            ",65,94,251,749,778,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
SIlvau33Tsp5IuEEmGf46A,Amarena,Italian,$11-30,$11-30,"
                                85 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,Free,,"Intimate, Romantic",Casual,Average,
V5djfyrGoC65ZAmixE0dWg,Dirty Habit,"American (New),Bars,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,No,Yes,,Free,,Trendy,Casual,Average,
MDTJK0mH5Xc14aCwNuMg7Q,Uncle Vito’s Pizza,"Pizza,Italian",$11-30,$11-30,"
                                88 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
j1yOqKczaI4czwycWDcspw,Bistro Aix,French,$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,No,Yes,,No,,Intimate,Casual,Average,
FDi2dELjM0T_Es8Ka-C6gQ,Luce,"American (New),Desserts,Wine Bars",$31-60,$31-60,"
                                96 out of 100
                            ",39,76,143,211,232,Yes,Full Bar,,No,,,No,"Valet, Validated",,No,Yes,,Free,,"Classy, Upscale",Dressy,Average,
ClL-QEflsWyrUA9ybj5vSg,Izzy’s San Francisco,Steakhouses,$31-60,$31-60,"
                                86 out of 100
                            ",77,111,156,335,277,Yes,Full Bar,,No,,,No,"Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,
xc9iz3CT9v133LFdjhOZcQ,Baker Street Bistro,"French,Breakfast & Brunch",$11-30,$11-30,"
                                92 out of 100
                            ",22,49,87,215,207,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
5xp-qHGhzEzXevsSzYrwkg,Pacific Catch,Seafood,$11-30,$11-30,"
                                88 out of 100
                            ",35,63,166,627,628,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
QhXJqmPoR6jyCf44ck7Sxg,The Rotunda,"American (New),Tea Rooms",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Garage,,No,Yes,Yes,No,,"Classy, Upscale",Dressy,Average,
e3WDNQMYpLdMEmM2UV13rA,A16,"Italian,Pizza",$31-60,$31-60,"
                                96 out of 100
                            ",155,263,376,644,462,Yes,Beer & Wine Only,,Yes,,,No,Street,,No,Yes,,No,,,Casual,Average,
EztBa2wTrc8z3DAF0YhtpQ,Mamanoko,"Japanese,Cocktail Bars,Sushi Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,Yes,Street,,Yes,Yes,,No,,"Casual, Trendy, Intimate, Classy",Casual,Average,
8oAsGZNNLvIW3CvLcFUPMw,Muguboka Restaurant,"Korean,Salad,Seafood",$11-30,$11-30,"
                                87 out of 100
                            ",31,58,96,311,232,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
n6L5VIGunR51-D55C-eYeQ,Foreign Cinema,"Breakfast & Brunch,Mediterranean,Cocktail Bars",$31-60,$31-60,"
                                88 out of 100
                            ",161,290,729,1619,1723,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,No,Yes,,Free,,Romantic,Casual,Average,
V496H0yYm75UcFdrmr1Zlw,Mel’s Drive-In,"American (Traditional),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                92 out of 100
                            ",285,325,433,457,361,Yes,Beer & Wine Only,,No,,,No,Garage,,Yes,No,Yes,Free,,Casual,Casual,Average,
4qm1k0WytiIJZ3WO4lyPMQ,Laurel Court Restaurant & Bar,"Bars,American (New),Breakfast & Brunch",$31-60,$31-60,"
                                85 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Garage, Street, Validated",,No,Yes,,No,,Upscale,Casual,Average,Live
pvD64-V2OjBUFlFs4BQ9xA,The Educated Palate,"American (New),Salad,Sandwiches",$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,No,,No,,,No,"Garage, Street",,Yes,Yes,,No,,Classy,,Quiet,
hcGIDuoE0Hn3-XKuICP0mg,Tacolicious,"Mexican,Cocktail Bars",$11-30,$11-30,"
                                88 out of 100
                            ",115,141,248,565,435,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,,,No,,Casual,Casual,Loud,
xdAgbLBQcffIxI8mYgjT1Q,Frascati,"American (New),Mediterranean",$31-60,$31-60,"
                                96 out of 100
                            ",19,30,128,352,613,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
458NXhlB0ZtEaJUPI3PPcA,Tonga Room & Hurricane Bar,"Asian Fusion,Tiki Bars",$31-60,$31-60,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,No,No,,No,,Touristy,Casual,Loud,Live
DL-2iaugPoULjvZ6pyNRAQ,Causwells,American (New),$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,Yes,No,,Trendy,Casual,Average,
lOCewxz6QNegZbArImNBfw,The View Lounge,"Lounges,Beer, Wine & Spirits",Moderate,Moderate,"
                                94 out of 100
                            ",43,48,202,696,513,Yes,Full Bar,,No,,No,No,Valet,,No,No,Yes,Free,,Classy,,Average,
dhTrfvdlpFE33USafJ3cjQ,Bluestem Brasserie,"Brasseries,Steakhouses,Wine Bars",$31-60,$31-60,"
                                80 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
iU-XQ4dhII3WF1UKR4XrNQ,Campton Place,"American (New),Indian,Bars",Above $61,Above $61,"
                                89 out of 100
                            ",20,48,106,201,328,Yes,Full Bar,,No,,,No,"Valet, Garage, Street",,No,Yes,,No,,"Classy, Upscale",Dressy,Quiet,
vu6PlPyKptsT6oEq50qOzA,Delarosa,"Pizza,Italian,Cocktail Bars",$11-30,$11-30,"
                                78 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,Yes,No,,"Casual, Trendy",Casual,Loud,
7yaKDpGJ0MVm7rSDUpJtvg,Anar,Persian/Iranian,$11-30,$11-30,"
                                91 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
dC_kA-R2qb-0iEmoI4VKPg,Amber India,"Indian,Lounges",$31-60,$31-60,"
                                85 out of 100
                            ",152,137,272,742,628,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,,No,,Classy,Casual,Average,
v8yKr4d-QiuyrMbpPFLJJA,D & A Cafe,"Cantonese,Seafood,Hong Kong Style Cafe",Under $10,Under $10,"
                                72 out of 100
                            ",91,85,214,178,46,No,No,,No,,No,No,Street,,Yes,No,,No,,Casual,Casual,Average,
YPX6pxEduWqc_O5htEmTnQ,Brothers Restaurant,"Korean,Barbeque,Seafood",$11-30,$11-30,"
                                85 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
s2f2diwImCaaui2SDpNh-A,Yuubi Japanese Restaurant,"Japanese,Sushi Bars,Seafood",$11-30,$11-30,"
                                84 out of 100
                            ",34,52,76,146,177,Yes,Beer & Wine Only,,Yes,,,No,,,Yes,Yes,,No,,Casual,Casual,Average,
1KbZaqEdZkn6LHlA55M64g,The Richmond,"Wine Bars,American (New)",$31-60,$31-60,"
                                93 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Intimate,Casual,Quiet,Background
1xs89kzJ2F6iDzRyYcRLCQ,Richmond Republic Draught House,"Pubs,Burgers,Beer Bar",$11-30,$11-30,"
                                78 out of 100
                            ",28,26,44,91,123,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,,Yes,Free,,Casual,Casual,Average,
5FQJ09EWt_Esf_GkCBEMlw,Carbon Grill,"Barbeque,Korean,Seafood",$11-30,$11-30,"
                                72 out of 100
                            ",38,42,59,107,154,Yes,Beer & Wine Only,,No,,No,No,Street,,No,No,Yes,Free,,Casual,Casual,Average,
xErl0-LbQO9n-5e6ZQQ-Uw,Shabu Club,"Japanese,Hot Pot,Bars",$11-30,$11-30,"
                                83 out of 100
                            ",32,28,64,232,246,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,"Casual, Trendy",Casual,Loud,
3bxO8T8U96uKu2numljjsw,Pacific Catch,Seafood,$11-30,$11-30,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
527usXXrlHi46bs54IFRTQ,Crepevine Restaurant,"Creperies,Breakfast & Brunch,American (New)",$11-30,$11-30,"
                                91 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,Yes,Free,,Casual,Casual,Average,
E5MdoCV6kahC6ZEjuamgzQ,Park Gyros,"Greek,Turkish,Mediterranean",Under $10,Under $10,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,Yes,Free,,Casual,Casual,Average,
yNU6sPRWzVl0ngCRqat1TQ,Bobo’s,"Steakhouses,Seafood",$31-60,$31-60,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Valet,,Yes,Yes,,No,,Romantic,Casual,Average,
gubKjYAZMO_bxhsd5zT3sw,Crawstation,"Seafood,Cajun/Creole,Breakfast & Brunch",$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
VYd8UzwlwmX8Db5umNHNig,Hong Kong Lounge,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                72 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,No,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Loud,
3deuAFITbQWjBd5JOfMJkw,Swamp,"Seafood,Cajun/Creole",$11-30,$11-30,"
                                84 out of 100
                            ",48,64,102,201,177,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
E2Ri3Uudb3ogKfWBJIIhRw,Lokma,"Mediterranean,Breakfast & Brunch",$11-30,$11-30,"
                                96 out of 100
                            ",0,4,4,13,110,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy, Intimate",Casual,Average,
A9QDUzIGMcybhLhtPDSN4A,Gaspare’s Pizza House & Italian Restaurant,"Italian,Pizza,American (New)",$11-30,$11-30,"
                                82 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,No,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
i_OkjtKWm02Upc-PlcUrrg,Firefly Restaurant,"American (New),Gluten-Free,Desserts",$31-60,$31-60,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,Free,,Romantic,,Average,
s-9OIo45O9SMoGpBzyL2fQ,Patxi’s Pizza,"Pizza,Salad,Italian",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
qtH79N3gbcOe4ToQWBckuQ,Hamano Sushi,"Sushi Bars,Japanese,Seafood",$11-30,$11-30,"
                                88 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
sZ0pm4KX5z1n5SAAg96vVw,Haystack Pizza,"Pizza,Italian",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
tpuKzQh5d6veDB-M9qU6Fw,ChouChou French Bistro,"French,Desserts",$31-60,$31-60,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,Free,,Intimate,Casual,Average,
MjeuqfVgxCL_XVJJoCLTFg,Fiore Caffè,"Italian,Breakfast & Brunch,Wine Bars",$11-30,$11-30,"
                                84 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
cG-txGXNcZzxYSYkV99b2A,Cava 22,"Latin American,Bars",$11-30,$11-30,"
                                76 out of 100
                            ",15,28,59,56,46,Yes,Full Bar,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Loud,
jHCtJJycHt5DLAlPjQ0PoA,Velvet Cantina,"Mexican,Bars",$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,
fPYCsVL3s0vM13jJeOWAig,Urban Putt,"Mini Golf,American (New),Bars",$11-30,$11-30,"
                                85 out of 100
                            ",19,31,99,476,572,Yes,Full Bar,,No,,No,No,Street,,No,Yes,Yes,Free,,"Hipster, Casual",Casual,Loud,
s_ni_uFL3rczrNiGQmyXHw,Mr Pollo,American (New),$11-30,$11-30,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,,Casual,Average,
J-gFvT4B5UoZgoEOAmxNxw,Rosamunde Sausage Grill,"Bars,Breakfast & Brunch,German",$11-30,$11-30,"
                                92 out of 100
                            ",66,75,148,382,258,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
xRxqebiQobZqJIRtDxnZsA,AL’s Place,"Seafood,Vegetarian,American (New)",$31-60,$31-60,"
                                90 out of 100
                            ",36,69,100,137,288,Yes,Beer & Wine Only,,No,,No,No,Street,,No,Yes,Yes,No,,Trendy,Casual,Average,
gwuCZV_4nIwevDenicG8tw,Heirloom Cafe,"Cafes,French,Italian",$31-60,$31-60,"
                                96 out of 100
                            ",11,31,43,154,230,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Romantic,Casual,Average,
pzTBJAR0dr3xQ4tjF7ageg,Old Jerusalem Restaurant,"Middle Eastern,Mediterranean,Arabian",$11-30,$11-30,"
                                90 out of 100
                            ",31,52,103,333,460,Yes,No,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
uZybAaC88oLnqR1FEUamGQ,Pomelo,"Breakfast & Brunch,Modern European,Cuban",$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
qs7FgJ-UXgpbAMass0Oojg,Flour + Water,"Italian,Pizza",$31-60,$31-60,"
                                86 out of 100
                            ",127,255,435,693,640,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,Yes,No,,Trendy,Casual,Average,
1toCkhuD0b57iFotMu3XEQ,La Ciccia,"Seafood,Sardinian",$31-60,$31-60,"
                                93 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,,Casual,Average,
e02eHaL0toY64Tzodnx8_Q,Sunrise Deli,"Delis,Mediterranean",Under $10,Under $10,,45,30,80,173,174,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,,Quiet,
rxY7canIJeXtICb6lprUcQ,Blue Plate,"American (Traditional),Comfort Food,Wine Bars",$31-60,$31-60,"
                                91 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,,Casual,Average,
wxzx3duu1c0CcomzEOvfOQ,The Front Porch,"Southern,Cajun/Creole",$11-30,$11-30,"
                                86 out of 100
                            ",109,229,458,969,808,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,Yes,,Free,,Hipster,Casual,Average,
DlLsw9bJMJ-YdnrUp2G7mw,Universal Cafe,"Breakfast & Brunch,American (New),Diners",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,,Average,
jhVo92kIQSPFQTzBaIhP6w,Bullshead Restaurant,"Steakhouses,Burgers,American (Traditional)",$11-30,$11-30,"
                                92 out of 100
                            ",40,52,113,298,270,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
